Accession Number,Author,Title,Publisher,Year,Branch,Subject,Shelf,Stack
003292,"Das, navin ",Case Studies on Brand management ,ICFAI University Press ,2007,Management,Management,GENERAL,21
003293,"Harish, R",Case Studies on Business Ethics & Corporate Governance ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003294,"Bhattacharya, S ",Case Studies on Competation ,ICFAI University Press ,2007,Management,Management,GENERAL,21
003295,"Ravi, Lekha ",Case Studies on Consolivation & Growth in Global Banking ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003296,"Krishnan, Priti",Case Studies on Corporate Transformation,ICFAI University Press ,2008,Management,Management,GENERAL,21
003297,"Gonela, Sarthkumar ",Case Studies on Media & Entertainment Industry : Vol. I,ICFAI University Press ,2009,Management,Management,GENERAL,21
003298,Narayanan V.,Managing Technology and Innovation for competitive Advantage,Pearson Education,2007,Management,Management,GENERAL,21
003299,"Michael, V.  P.",Research Methodology in Management ,Himalaya Publishing House ,2000,Management,Research Methodology,GENERAL,21
003300,"Levine, David M. ; Stephan, David F.; Krehbiel, Timothy C. ;Berenson, Mark L.",Statistics for Managers Using Microsoft Excel,PHI Learning Pvt. Ltd.,2009,Management,Statistics,H,29
003301,"Bryman, Alan ",Business Research Methods ,Oxford University Press ,2007,Management,Research Methodology,GENERAL,21
003302,"Jaffe, Eugene D and Hilbert, Stephen",Barron's How to Prepare for The GMAT,Galgotia Publishing Company,2006,I.T.,Competitive Examinations,GENERAL,6
003303,"Bansal, Rashmi",Dots the Connect ,Eklavya EducationFoundation ,2010,I.T.,Management,GENERAL,21
003304,ICFAI ,Case Studies on Business Strategy : Vol. III,ICFAI University Press ,2004,Management,Management,GENERAL,21
003305,ICFAI ,Case Studies in Business Strategy Vol - V,ICFAI University Press ,2005,Management,Management,GENERAL,21
003306,ICFAI ,Case Studies in Sales & Distibution Management ,ICFAI University Press ,2006,Management,Management,GENERAL,21
003307,ICFAI Center for Management Research,Pharma Industry: Case Studies in Strategy and Marketing ,ICFAI Center for Management Research,2007,Management,Management,GENERAL,21
003308,ICFAI ,Case Studies in CRM Vol - 2,ICFAI University Press ,2008,Management,Management,GENERAL,21
003309,ICFAI ,Case Studies in retaling Management ,ICFAI University Press ,2007,Management,Management,GENERAL,21
003310,ICFAI ,Case Studies in Stategic Marketing management ,ICFAI University Press ,2006,Management,Management,GENERAL,21
003311,"Girija, P ",Case Studies on Brand Management vol- 2,ICFAI University Press ,2009,Management,Management,GENERAL,21
003312,"Ray, Kumar Satyaki ",Case Studies on Disruption : The Growth Elixir for 21st Century Managers,ICFAI University Press ,2009,Management,Management,GENERAL,21
003313,"Gopal, Bharathi S ",Case Studies on Evolving Business Paradigm in BIRC Countries ,ICFAI University Press ,2009,Management,Management,GENERAL,21
003314,"John, Voris Rajkumar ",Case Studies on Health Care Services Trends & practices ,ICFAI University Press ,2009,Management,Management,GENERAL,21
003315,"Rao, Menaka ",Case Studies on Management Strategies : Vol. III,ICFAI University Press ,2009,Management,Management,GENERAL,21
003316,"Rao, Menaka ",Case Studies on Management Stratigies : Vol.  IV,ICFAI University Press ,2009,Management,Management,GENERAL,21
003317,"John, Doris Rajakumari ",Case Studies on Branding Compete : Leading Brand & their Stategies ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003318,"Ray, Kumar Satyaki ",Case Studies on Computing Through Distribution ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003319,"Bhattacharya, S ",Case Studies on Global India the Strategic Challenges for Corporate ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003320,"Muthukumar, R ",Case Studies on Higher Education : Vol. I,ICFAI University Press ,2009,Management,Management,GENERAL,21
003321,"John, Doris Rajkumari ",Case Studies on International Marketing ,ICFAI University Press ,2009,Management,Management,GENERAL,21
003322,"Muthukumar, R ",Case Studies on Marketing : New Vistas :  Vol. I,ICFAI University Press ,2008,Management,Management,GENERAL,21
003323,"Gonela, Sarthkumar ",Case Studies on Media & Entertainment Industry : Vol. I,ICFAI University Press ,2009,Management,Management,GENERAL,21
003324,"Ray, Kumar Satyaki ",Case Studies on Value Innovation ,ICFAI University Press ,2008,Management,Management,GENERAL,21
003325,"Ravi, Lekha ",Case Studies on Charisamatic Leader & their Innovative Strategies ,ICFAI University Press ,2009,Management,Management,GENERAL,21
003326,"Chan, Henry; Lee, Raymond ; Dillon, Tharam and Chang, Elizabeth",E- Commerce: Fundamentals and Applications ,John Wiley & Sons,2001,Management,Management,GENERAL,21
003328,"Whiteley, David ","e-Commerce: Strategy, Technologies and Applications ",Tata McGraw-Hill Publishing Company Limited ,2001,Management,Management,GENERAL,21
003330,"Krishnamurthy, A G",Dhirubai Ambani Against all Odds ,Tata McGraw-Hill Publishing Company Limited ,2008,I.T.,Biography,GENERAL,26
003331,"Krishnamurthy, A G ",Dhirubhaism,Tata McGraw-Hill Publishing Company Limited ,2007,I.T.,Management,GENERAL,21
003332,"Biyani, Kishore ",It Happned in India ,Rupa & Co. ,2007,I.T.,Management,GENERAL,21
003334,"Sharma, Robin ",Leader who had no title: A modern fable on real success in business & in Life,Jaico Publishing House ,2010,I.T.,Management,GENERAL,21
003335,"Bate, Nicholas ",Instant MBA,Research Press,2009,Management,Management,GENERAL,21
003336,"Lala, R M",Beyond the Last Blue Mountain: A Life of J. R. D. Tata,Penguin Books ,1993,I.T.,Biography,GENERAL,26
003337,Welch Jack ,Jack Straight from the Gut ,headline ,2003,I.T.,Management,GENERAL,21
003338,"Moe, Michael",Finding the next Starbucks ,Penguin Books ,2006,I.T.,Management,GENERAL,21
003339,"Goldratt, Eliyahu M.",Goal II : It’s Not Luck ,Productivity & Quality ,2010,I.T.,Self Help,GENERAL,11
003340,"Macziola, Sarah Jones",Getting Ahead : A CommunicationSkills Course for Business English,Cambridge University Press  ,2000,Management,English,GENERAL,10
003341,Govt of India ,Economic Survey 2001-2002,Government of India Press,2003,Management,Management,GENERAL,21
003342,"Silberschatz, Abraham ",Database System Concepts ,McGraw Hill Publishing Company Ltd ,2002,Computer,Database Management,G,16
003343,"Goldstein, Irwin ",Training in Organizarions : Needs assessement development and Evalution,Thomson Learning ,2001,Management,Management,GENERAL,21
003344,"Hennessy, John L and Patterson, David A.",Computer Architecture: A Quantitative Approach ,Morgan Kaufmann Publishers ,2003,Computer,Computer Organization,D,18
003345,"Brealey, Richard A. ;  Myers, C. Stewart",Principles of Corporate Finance,Tata McGraw-Hill Publishing Company Limited ,2000,Management,Management,GENERAL,21
003346,"Laudon, Kenneth; Laudon, Jane",Management Information system,Pearson Education,2004,I.T.,Management Information system,G,1
003349,"Langsam, Yedidyah ; Augenstein, Moshe J. and Tenenbaum, Aaron M.",Data Structures Using C and C++,Prentice Hall of India ,2006,Computer,Data Structures,E,11
003352,"Jenkins, Francis A. and White, Harvey E.",Fundamentals of Optics,Tata McGraw-Hill Education Private Limited,2011,Applied Science & Engineering,Optics,H,15
003357,"Beiser, Arthur ; Mahajan, Shobhit and Choudhury, S. Rai",Concepts of Modern Physics ,Tata McGraw-Hill Education Private Limited,2009,Applied Science & Engineering,Physics,H,13
003362,"Halliday; Resnick; and Walker, Jearl",Fundamentals of Physics,John Wiley & Sons,2008,Applied Science & Engineering,Physics,H,13
003367,"Kothari, D. P. and Nagrath, I. J.",Basic Electrical Engineering,Tata McGraw-Hill Education Private Limited,2010,E & TC,Electrical Engineering,A,17
003369,"Sudhakar, A. and Palli, Shyammohan S.",Circuits and Networks : Analysis and Synthesis,Tata McGraw-Hill Education Private Limited,2010,E & TC,Circuit Analysis,A,3
003371,"Balagurusamy, E.",Programming in ANSI C,Tata McGraw-Hill Education Private Limited,2011,Computer,C Programming,F,31
003391,"Forouzan, Behrouz A. ; Gilberg, Richard F. and Apsangi, Minal & Jain, B.Y.",Computer Science : A Structured Programming Approach Using C,Cengage Learning,2011,Computer,Computer Science,E,20
003411,"Young, Hugh D. and Freedman, Roger A.",Sears and Zemansky's University Physics with Modern Physics,Pearson Education,2008,Applied Science & Engineering,Physics,H,13
003414,"Anwani, M. L. ",Basic Electrical Engineering,Dhanpat Rai & Co. (P) Ltd. ,2010,E & TC,Electrical Engineering,A,16
003416,"Sykes, Peter",Guidebook to Mechanism in Organic Chemistry,Pearson Education,1986,Applied Science & Engineering,Chemistry,H,7
003417,"Cotton, F. Albert ; Wilkinson, Geoffrey and Murillo, Carlos A.",Advanced Inorganic Chemistry,John Wiley & Sons,2004,Applied Science & Engineering,Chemistry,H,7
003418,"House, James E.",Inorganic Chemistry,Academic Press (Elsevier),2008,Applied Science & Engineering,Chemistry,H,7
003419,"Carey, Francis A. and Sundberg, Richard J.",Advanced Organic Chemistry: Part A: Structure and Mechanisms,Springer Publishing Company,2004,Applied Science & Engineering,Chemistry,H,7
003420,"Pavia, Donald L. and Lampman, Gary M.",Spectroscopy,Cengage Learning,2007,Applied Science & Engineering,Chemistry,H,7
003421,"Parikh, V. M.",Absorption Spectroscopy of Organic Molecules,Mehta Publishing House,2002,Applied Science & Engineering,Chemistry,H,7
003422,"Atkins, Peter and Paula Julio De",Atkins' Physical Chemistry,Oxford University Press ,2006,Applied Science & Engineering,Chemistry,H,7
003423,"Clayden, Jonathan ; Greeve, Nick ; Warren, Stuart and Wothers, Peter",Organic Chemistry,Oxford University Press ,2001,Applied Science & Engineering,Chemistry,H,7
003424,"Puri, B. R. and Sharma, L. R.",Principles of Physical Chemistry,Vishal Publishing Co. ,1962,Applied Science & Engineering,Chemistry,H,7
003425,"Kumar, Sushil",Building Construction,Standard Publishers Distributors,2010,Applied Science & Engineering,Construction Technology,H,2
003426,"Rangwala, S. C. ; Rangwala, K. S. and Rangwala, P. S. ",Building Construction,Charotar Publishing House Pvt. Ltd.,2012,Applied Science & Engineering,Construction Technology,H,2
003427,"Shetty, M. S. ",Concrete Technology :  Theory and Practice,S. Chand & Company Ltd.,2005,Applied Science & Engineering,Construction Technology,H,2
003428,"Punmia, B. C. ; Jain, Ashok Kumar and Jain, Arun Kumar",Building Construction,Laxmi Publications (P) Ltd.,2008,Applied Science & Engineering,Construction Technology,H,2
003429,"Malik, Hitendra K. and Singh, Ajay Kumar",Engineering Physics,Tata McGraw-Hill Education Private Limited,2010,Applied Science & Engineering,Physics,H,13
003435,"Liu, Chung Laung and Mohapatra, Durga Prasad",Elements of Discrete Mathematics : A Computer Oriented Approach,Tata McGraw-Hill Education Private Limited,2010,Computer,Mathematics,I,1
003441,"Stroustrup, Bjarne",C++ Programming Language,Pearson Education,2000,Computer,C++ Programming,F,36
003443,"Folk, Michael J. ; Zoellick, Bill and Riccardi, Greg",File Structures : An Object-Oriented Approach with C++,Pearson Education,2008,Computer,C++ Programming,F,36
003445,"Sahay, Sourav",Object-Oriented Programming with C++,Oxford University Press ,2010,Computer,C++ Programming,F,36
003450,"Hearn, Donald D. and Baker, M. Pauline",Computer Graphics : C Version,Pearson Education,2011,Computer,Computer Graphics,E,20
003464,"Krugman, Paul R. and Obstfeld, Maurice",International Economics : Theory & Policy,Pearson Education,2009,Computer,Management,GENERAL,21
003466,"Ramana, B. V.",Higher Engineering Mathematics ,Tata McGraw-Hill Education Private Limited,2007,Applied Science & Engineering,Mathematics,I,1
003470,"Harrington, Steven",Computer Graphics : A Programming Approach,McGraw Hill Publishing Company Ltd ,1987,Computer,Computer Graphics,E,20
003474,"Millman, Jacob ; Halkias, Christos and Parikh, Chetan D.",Integrated Electronics : Analog and Digital Circuits and Systems,Tata McGraw-Hill Education Private Limited,2010,E & TC,Electronics Engineering,A,14
003479,"Leach, Donald P. ; Malvino, Albert Paul and Saha, Goutam",Digital Principles and Applications,Tata McGraw-Hill Education Private Limited,2011,Computer,Digital Electronics,E,20
003481,"Lafore, Robert",Object-Oriented Programming in Microsoft C++,Galgotia Publications Pvt. Ltd.,1995,Computer,C++ Programming,E,4
003483,"Prakash, B. A.",Indian Economy since 1991 : Economic Reforms and Performance,Pearson Education,2009,Computer,Management,GENERAL,21
003485,"Wakerly, John F.",Digital Design : Principles and Practices,Pearson Education,2008,E & TC,Digital Electronics,A,10
003487,"Boylestad, Robert L. and Nashelsky, Louis",Electronic Devices and Circuit Theory,Pearson Education,2009,E & TC,Electronic Devices,A,6
003489,"Kanetkar, Yashavant",Understanding Pointers in C,BPB Publications ,2009,I.T.,C Programming,F,31
003504,"Ayala, Kenneth J. and Gadre, Dhananjay V.",8051 Microcontroller and Embedded Systems using Assembly and C,Cengage Learning,2010,I.T.,Microcontroller,D,11
003519,"Godbole, Achyut S. and Kahate, Atul",Data Communications and Networks,Tata McGraw-Hill Education Private Limited,2011,I.T.,Data Communication,G,9
003521,"Mohan, Krishna and Banerji, Meera",Developing Communication Skills,Macmillan Publishers India Ltd.,2009,I.T.,Communication,G,9
003523,"Hearn, Donald D. and Baker, M. Pauline",Computer Graphics : C Version,Pearson Education,1997,I.T.,Computer Graphics,G,46
003532,"Hearn, Donald D. and Baker, M. Pauline",Computer Graphics with OpenGL,Pearson Education,2009,I.T.,Computer Graphics,G,46
003534,"Triebel, Walter A. and Singh, Avtar","8088 and 8086 Microprocessors : Programming, Interfacing, Software, Hardware and Applications",Pearson Education,2007,I.T.,Microprocessor,D,13
003551,"Turley, James",Advanced 80386 Programming Techniques,Tata McGraw-Hill Education Private Limited,2005,I.T.,Computer Programming,D,13
003566,"Kernighan, Brian W. and Ritchie, Dennis M.",C Programming Language,PHI Learning Pvt. Ltd.,2011,I.T.,C Programming,F,31
003568,"McConnell, Steve",Code Complete,Dreamtech Press,2004,I.T.,Coding,,
003570,"Hayes, John P.",Computer Architecture and Organization,McGraw-Hill Book Company,1998,I.T,Computer Organization,D,16
003572,"Stallings, William",Computer Organization and Architecture : Designing for Performance ,Pearson Education,2010,I.T,Computer Organization,D,16
003583,"Patterson, David A. and Hennessy, John L.",Computer Organization and Design: The hardware/ Software Interface ,Morgan Kaufmann Publishers ,2010,I.T,Computer Organization,D,16
003585,"Forouzan, Behrouz A. ",Data Communications and Networking,Tata McGraw-Hill Education Private Limited,2006,I.T,Data Communication,G,9
003604,"Langsam, Yedidyah ; Augenstein, Moshe J. and Tenenbaum, Aaron M.",Data Structures Using C and C++,PHI Learning Pvt. Ltd.,2011,I.T,Data Communication,G,9
003605,"Liu, Chung Laung and Mohapatra, Durga Prasad",Elements of Discrete Mathematics : A Computer Oriented Approach,Tata McGraw-Hill Education Private Limited,2010,Computer,Data Structures,E,10
003611,"Tharp, alan L.",File Organization and Processing,John Wiley & Sons,1998,Computer,Mathematics,G,29
003613,"Brown, Stephen and Vranesic, Zvonko",Fundamentals of Digital Logic Design with VHDL,Tata McGraw-Hill Education Private Limited,2007,I.T,Digital Logic Design,B,5
003618,"Horowitz, Ellis ; Sahni, Sartaj and Mehta, Dinesh",Fundamentals of Data Structures in C++,Universities Press (India) Pvt Ltd.,2007,I.T,Data Structures,E,13
003620,"Deshmukh, Ajay V.",Microcontrollers : Theory and Applications,Tata McGraw-Hill Education Private Limited,2005,I.T,Microcontroller,D,11
003621,"Hall, Douglas V.",Microprocessors and Interfacing : Programming and Hardware,Tata McGraw-Hill Education Private Limited,2006,Computer,Digital Electronics,A,10
003636,"Jain, R. P.",Modern Digital Electronics,Tata McGraw-Hill Education Private Limited,2010,E & TC,Digital Electronics,A,10
003651,"Tanenbaum, Andrew S.",Structured Computer Organization,PHI Learning Pvt. Ltd.,2011,I.T,Computer Organization,D,16
003653,"Franco, Sergio",Design with Operational Amplifiers and Analog Integrated Circuits,Tata McGraw-Hill Education Private Limited,2002,E & TC,Integrated Circuits,A,1
003663,"Guru, Bhag S. and Hiziroglu, Huseyin R.",Electric Machinery and Transformers,Oxford University Press ,2007,E & TC,Electric Machines,A,22
003673,"Kothari, D. P. and Nagrath, I. J.",Electric Machines,Tata McGraw-Hill Education Private Limited,2010,E & TC,Electric Machines,A,22
003675,"Edminister, Joseph A.",Electromagnetics,Tata McGraw-Hill Education Private Limited,2007,E & TC,Electromagnetics,A,23
003677,"Neamen, Donald A. ",Electronic Circuits : Analysis and Design,Tata McGraw-Hill Education Private Limited,2007,E & TC,Electronic Circuits,A,4
003687,"Roddy, Dennis and Coolen, John",Electronic Communications,Pearson Education,2008,E & TC,Electronic Communication,C,6
003697,"Bell, David A.",Electronic Devices and Circuits,Oxford University Press ,2008,E & TC,Electronic Devices,A,6
003699,"Shevgaonkar, R. K.",Electromagnetic Waves,Tata McGraw-Hill Education Private Limited,2006,E & TC,Electromagnetics,A,23
003701,"Hayt, W. H. ; Kemmerly, J. E. and Durbin, S. M.",Engineering Circuit Analysis,Tata McGraw-Hill Education Private Limited,2010,E & TC,Circuit Analysis,A,3
003704,"Hayt, W. H. and Buck, J. A.",Engineering Electromagnetics,Tata McGraw-Hill Education Private Limited,2006,E & TC,Electromagnetics,A,23
003713,"Boylestad, Robert L.",Introductory Circuit Analysis,Pearson Education,2010,E & TC,Circuit Analysis,A,3
003715,"Sedra, Adel S. and Smith, Kenneth C. ",Microelectronic Circuits : Theory and Applications,Oxford University Press ,2009,E & TC,Microelectronic Circuit,A,8
003717,"Lathi, B. P. and Ding, Zhi",Modern Digital and Analog Communication Systems,Oxford University Press ,2010,E & TC,Digital/Analog Communication,C,2
003742,"Valkenburg, M. E. Van",Network Analysis ,PHI Learning Pvt. Ltd.,2011,E & TC,Networking,C,19
003744,"Singh, M. D. and Khanchandani, K. B.",Power Electronics ,Tata McGraw-Hill Education Private Limited,2007,E & TC,Power Electronics ,A,11
003756,"Sadiku, Matthew N. O.",Principles of Electromagnetics,Oxford University Press ,2007,E & TC,Electromagnetics,A,23
003766,"Lathi, B. P.",Principles of Linear Systems and Signals,Oxford University Press ,2009,E & TC,Linear Systems,,
003768,"Bosshart, Walter C.",Printed Circuit Boards : Design and Technology,Tata McGraw-Hill Education Private Limited,1983,E & TC,Circuit Design,A,8
003770,"Peebles, Peyton Z.","Probability, Random Variables, and Random Signal Principles",Tata McGraw-Hill Education Private Limited,2002,E & TC,Signal Theory,B,11
003772,"Haykin, Simon and Veen, Barry Van",Signals and Systems,John Wiley & Sons,2004,E & TC,Signal Theory,B,11
003787,"Taub, Herbert ; Schilling, Donald L. and Saha, Goutam",Principles of Communication Systems,Tata McGraw-Hill Education Private Limited,2008,E & TC,Communication System,C,4
003789,"Millman, Jacob ; Halkias, Christos and Parikh, Chetan D.",Integrated Electronics : Analog and Digital Circuits and Systems,Tata McGraw-Hill Education Private Limited,2010,E & TC,Digital/Analog Circuit,A,4
003792,"Horowitz, Paul & Hill Winfield ",Art of Electronics,Cambridge University Press  ,1995,E & TC,Electronics Engineering,A,14
003794,"Ray, Ajoy Kumar and Bhurchandi, Kishor  M.","Advanced Microprocessors and Peripherals : Architecture, Programming and Interfacing",Tata McGraw-Hill Education Private Limited,2006,Computer,Microprocessors,D,13
003803,"Duncan, Ray",Advanced MSDOS Programming : The Microsoft guide for Assembly Language and C Programmers,BPB Publications ,2004,Computer,Operating System,F,9
003805,"McConnell, Steve",Code Complete,Dreamtech Press,2004,Computer,Coding,F,31
003807,"Leon-Garcia, Alberto and Widjaja, Indra",Communication Networks : Fundamental Concepts and Key Architectures,Tata McGraw-Hill Education Private Limited,2004,I.T,Networking,D,1
003809,"Haykin, Simon and Moher, Michael",Communication Systems,John Wiley & Sons,2010,E & TC,Communication System,C,4
003823,"Gilberg, Richard F. and Behrouz A. Forouzan",Data Structures : A Pseudocode Approach with C,Cengage Learning India Pvt. Ltd.,2005,Computer,Data Structures,E,10
003835,"Aho, Alfred V.; Hopcroft, John E. and Ullman, Jeffrey D.",Data Structures and Algorithms,Pearson Education,1983,Computer,Data Structures,E,10
003837,"Couch, Leon W.",Digital and Analog Communication Systems,Pearson Education,2009,E & TC,Digital/Analog Communication,C,2
003839,"Floyd, Thomas L.",Digital Fundamentals,Pearson Education,2011,Computer,Digital Electronics,A,10
003841,"Yarbrough, John M.",Digital Logic : Applications and Design,Cengage Learning India Pvt. Ltd.,1997,computer,Digital Logic Design,B,5
003843,"Biggs, Norman L.",Discrete Mathematics,Oxford University Press ,2003,Applied Science & Engineering,Mathematics,I,9
003847,"Rangarajan, Mahesh",Environmental Issues in India : A Reader,Pearson Education,2007,applied Science & Engineering,Environmental Science,I,19
003849,"Horowitz, Ellis ; Sahni, Sartaj and Anderson-Freed, Susan",Fundamentals of Data Structures in C,Universities Press (India) Pvt Ltd.,2008,computer,Data Structures,E,11
003861,"Horowitz, Ellis ; Sahni, Sartaj and Mehta, Dinesh",Fundamentals of Data Structures in C++,Universities Press (India) Pvt Ltd.,2008,computer,Data Structures,E,12
003863,"Deo, Narsingh",Graph Theory with Applications to Engineering and Computer Science ,PHI Learning Pvt. Ltd.,2011,computer,Graph Theory,D,5
003865,"Salivahanan, S. and Bhaaskaran, V. S. Kanchana",Linear Integrated Circuits,Tata McGraw-Hill Education Private Limited,2008,E & TC,Integrated Circuits,A,1
003867,"Rogers, David F. and Adams, J. Alan",Mathematical Elements for Computer Graphics ,Tata McGraw-Hill Education Private Limited,2002,computer,Computer Graphics,,
003869,"Liu, Yu-cheng and Gibson, Glenn A.","Microcomputer Systems The 8086/8088 Family : Architecture, Programming, and Design",PHI Learning Pvt. Ltd.,2011,computer,Computer Organization,D,16
003871,"Millman, Jacob ; Halkias, Christos and Parikh, Chetan D.",Integrated Electronics : Analog and Digital Circuits and Systems,Tata McGraw-Hill Education Private Limited,2010,E & TC,Digital/Analog Circuit,A,9
003878,"Farrell, Joyce",Object-Oriented Programming using C++,Cengage Learning India Pvt. Ltd.,2001,computer,C++ Programming,E,4
003887,"Rashid, Muhammad H.","Power Electronics : Circuits, Devices, and Applications",Pearson Education,2004,E & TC,Power Electronics ,A,11
003890,"Rogers, David F. ",Procedural Elements for Computer Graphics,Tata McGraw-Hill Education Private Limited,2001,computer,Computer Graphics,E,20
003902,"Farrell, Joyce",Program Logic and Design,Cengage Learning India Pvt. Ltd.,2008,computer,Digital Logic Design,B,5
003904,"Srinivas, M. N.",Social Change in Modern India,Orient Blackswan Pvt. Ltd.,1995,computer,Management,GENERAL,21
003906,"Tanenbaum, Andrew S.",Structured Computer Organization,PHI Learning Pvt. Ltd.,2011,Computer,Computer Organization,D,16
003908,"Ayala, Kenneth J.",8086 Microprocessor : Programming and Interfacing the PC,Cengage Learning India Pvt. Ltd.,1995,Computer,Microprocessors,D,13
003910,"Uffenbeck, John","8086 / 8088 Family : Design, Programming, and Interfacing",PHI Learning Pvt. Ltd.,2011,Computer,Microprocessors,D,13
003915,"Kanetkar, Yashavant P.",Writing TSRs Through C,BPB Publications ,1995,Computer,C Programming,E,4
003917,"Bignell, James and Donovan, Robert",Digital Electronics : Logic and Systems,Cengage Learning India Pvt. Ltd.,2007,I.T,Digital Electronics,A,10
003932,"Clayton, George and Winder, Steve",Operational Amplifiers,Elsevier,2003,E & TC,Amplifier,A,6
003942,"Rao, C. S.",Environmental Pollution Control Engineering,New Age International Publishers,2006,Computer,Environmental Science,G,12
003944,"Choudhury, D. Roy",Networks and Systems,New Age International Publishers,2010,E & TC,Networking,C,19
003954,"Sedra, Adel S. and Smith, Kenneth C. ",Microelectronic Circuits : Theory and Applications,Oxford University Press ,2009,E & TC,Microelectronic Circuit,A,8
003962,"Foley, James D. ; Dam, Andries van ; Feiner, Steven K. and John, Hughes F.",Computer Graphics : Principles and Practice in C,Pearson Education,1996,I.T,Computer Graphics,G,46
003965,"Weiss, Mark Allen",Data Structures and Algorithms Analysis in C++,Pearson Education,2006,Computer,Data Structures,E,12
003978,"Rao, Nannapaneni Narayana",Elements of Engineering Electromagnetics,Pearson Education,2006,E & TC,Electromagnetics,A,23
003980,"Dromey, R. G.",How to Solve it by Computer,Pearson Education,1982,Computer,Computer Science,E,20
003994,"Sprankle, Maureen",Problem Solving and Programming Concepts,Pearson Education,2006,Computer,Computer Programming,E,20
004006,"Mazidi, Muhammad Ali ; Mazidi, Janice Gillispie and Mckinlay, Rolin D.",8051 Microcontroller and Embedded Systems using Assembly and C,Pearson Education,2008,I.T,Microcontroller,D,11
4008,"Sood, Vinay ; Prasad, Indira ; Raghunathan, Harriet ; Sanyal, Mukti ; Sengupta, Debjani ; Siddique, Soofia and Verma, Vinod Kumar","Individual and Society : Essay, Stories and Poems",Pearson Education,2006,Computer,Management,,
4010,"Stallings, William",Computer Organization and Architecture : Designing for Performance,Pearson Education,2010,IT,Computer Organization,,
4024,"Couch, Leon W.",Digital and Analog Communication Systems,Pearson Education,2009,E & TC,Digital/Analog Communication,,
4026,"Phillips, Charles L. ; Parr, John and Riskin, Eve","Signal, Systems, and Transforms",Pearson Education,,E & TC,Signal Theory,,
4028,"Floyd, Thomas L.",Digital Fundamentals,Pearson Education,2011,Computer,Digital Electronics,,
4030,"Mandelbaum, David G.","Society in India : Volume One - Continuity and Change, Volume Two - Change and Continuity",Popular Prakashan,1972,Computer,Management,,
4032,"Kumar, Anand",Fundamentals of Digital Circuits,PHI Learning Pvt. Ltd.,2011,E & TC,Digital Circuit,,
4036,"Bhasker, J.",VHDL Primer,PHI Learning Pvt. Ltd.,3rd / 2011,I.T.,VHDL,,
4038,"Jain, R. P.",Modern Digital Electronics,Tata McGraw-Hill Education Private Limited,4th / 2010,I.T.,Digital Electronics,,
4050,"Goodaire, Edgar G.",Discrete Mathematics with Graph Theory,PHI Learning Pvt. Ltd.,3rd / 2011,Computer,Mathematics,,
4052,"Langsam, Yedidyah ; Augenstein, Moshe J. and Tenenbaum, Aaron M.",Data Structures using C and C++,PHI Learning Pvt. Ltd.,2nd / 2011,I.T.,Data Structures,,
4064,"Gupta, Prakash C.",Data Communications and Computer Networks,PHI Learning Pvt. Ltd.,2011,I.T.,Data Communication,,
4075,"Jain, R. P.",Modern Digital Electronics,Tata McGraw-Hill Education Private Limited,4th / 2010,I.T.,Digital Electronics,,
4080,"Kolman, Bernard ; Busby, Robert C. and Ross, Sharon Cutler",Discrete Mathematical Structures,PHI Learning Pvt. Ltd.,6th / 2011,Computer,Mathematics,,
4082,"Ray, Ajoy Kumar and Bhurchandi, Kishor M.","Advanced Microprocessors and Peripherals : Architecture, Programming and Interfacing",Tata McGraw-Hill Education Private Limited,2nd / 2006,Computer,Microprocessors,,
4085,"Brown, Stephen and Vranesic, Zvonko",Fundamentals of Digital Logic Design with VHDL,Tata McGraw-Hill Education Private Limited,2nd / 2007,Computer,Digital Logic Design,,
4097,"Salivahanan, S. and Bhaaskaran, V. S. Kanchana",Linear Integrated Circuits,Tata McGraw-Hill Education Private Limited,2008,E & TC,Integrated Circuits,,
4105,"Hall, Douglas V.",Microprocessors and Interfacing : Programming and Hardware,Tata McGraw-Hill Education Private Limited,2006,E & TC,Microprocessors,,
4119,"Rosen, Kenneth H.",Discrete Mathematics and its Applications : with Combinatorics and Graph Theory,Tata McGraw-Hill Education Private Limited,2011,Computer,Mathematics,,
4132,"Haykin, Simon",Analog and Digital Communications,John Wiley & Sons,1989,E & TC,Digital/Analog Communication,,
4144,"Shukla, Rajesh K.",Object-Oriented Programming in C++,John Wiley & Sons,2008,Computer,C++ Programming,,
4148,"Brey, Barry B.",Intel Microprocessors,Pearson Education,2009,Computer,Microprocessors,,
4150,"Cotton, H.",Electrical Technology,CBS Publishers & Distributors Pvt. Ltd.,1984,E & TC,Electrical Technology,,
4153,"Hamacher, Carl ; Vranesic, Zvonko and Zaky, Safwat",Computer Organization,Tata McGraw-Hill Education Private Limited,2011,I.T.,Computer Organization,,
4189,"Ryder, John D.","Networks, Lines and Fields",PHI Learning Pvt. Ltd.,2011,E & TC,Networking,,
4190,"Mohan, Ned ; Undeland, Tore M. and Robbins, William P.","Power Electronics : Converters, Applications, and Design.",John Wiley & Sons,2006,E & TC,Power Electronics,,
